id,date,online_hours
112698,2017-06-19,3.5
112698,2017-06-20,2.2
112698,2017-06-21,5.7
112730,2017-06-01,4.7
112730,2017-06-02,4.6
112730,2017-06-03,0.0
112730,2017-06-04,0.0
112730,2017-06-05,0.0
112730,2017-06-06,4.4
112730,2017-06-07,3.3
112730,2017-06-08,1.2
112730,2017-06-09,1.8
112730,2017-06-10,0.0
112730,2017-06-11,0.0
112730,2017-06-12,0.0
112730,2017-06-13,1.3
112730,2017-06-14,3.6
112730,2017-06-15,5.9
112730,2017-06-16,2.5
112730,2017-06-17,0.0
112730,2017-06-18,0.0
112730,2017-06-19,0.0
112730,2017-06-20,1.9
112730,2017-06-21,3.2
113043,2017-06-01,9.4
113043,2017-06-02,6.3
113043,2017-06-03,0.0
113043,2017-06-04,0.0
113043,2017-06-05,6.3
113043,2017-06-06,8.4
113043,2017-06-07,0.0
113043,2017-06-08,7.6
113043,2017-06-09,5.7
113043,2017-06-10,0.0
113043,2017-06-11,0.0
113043,2017-06-12,9.5
113043,2017-06-13,8.8
113043,2017-06-14,0.0
113043,2017-06-15,7.1
113043,2017-06-16,9.2
113043,2017-06-17,0.0
113043,2017-06-18,0.0
113043,2017-06-19,5.3
113043,2017-06-20,7.6
113043,2017-06-21,0.0
113140,2017-06-01,5.4
113140,2017-06-02,8.7
113140,2017-06-03,9.0
113140,2017-06-04,6.2
113140,2017-06-05,4.4
113140,2017-06-06,5.2
113140,2017-06-07,7.0
113140,2017-06-08,6.1
113140,2017-06-09,8.7
113140,2017-06-10,8.8
113140,2017-06-11,6.7
113140,2017-06-12,8.5
113140,2017-06-13,5.0
113140,2017-06-14,5.6
113140,2017-06-15,8.4
113140,2017-06-16,7.8
113140,2017-06-17,8.1
113140,2017-06-18,9.9
113140,2017-06-19,10.5
113140,2017-06-20,9.9
113140,2017-06-21,8.5
114890,2017-06-01,4.7
114890,2017-06-02,6.0
114890,2017-06-03,6.4
114890,2017-06-04,0.0
114890,2017-06-05,8.0
114890,2017-06-06,7.7
114890,2017-06-07,4.7
114890,2017-06-08,8.4
114890,2017-06-09,6.0
114890,2017-06-10,8.5
114890,2017-06-11,0.0
114890,2017-06-12,5.7
114890,2017-06-13,6.0
114890,2017-06-14,5.4
114890,2017-06-15,3.9
114890,2017-06-16,7.4
114890,2017-06-17,6.7
114890,2017-06-18,0.0
114890,2017-06-19,7.0
114890,2017-06-20,6.3
114890,2017-06-21,6.2
115159,2017-06-01,2.9
115159,2017-06-02,0.0
115159,2017-06-03,5.0
115159,2017-06-04,5.1
115159,2017-06-05,5.6
115159,2017-06-06,3.5
115159,2017-06-07,0.0
115159,2017-06-08,1.7
115159,2017-06-09,3.0
115159,2017-06-10,4.7
115159,2017-06-11,5.9
115159,2017-06-12,4.5
115159,2017-06-13,4.5
115159,2017-06-14,1.4
115159,2017-06-15,4.8
115159,2017-06-16,4.0
115159,2017-06-17,5.8
115159,2017-06-18,5.5
115159,2017-06-19,2.8
115159,2017-06-20,2.3
115159,2017-06-21,4.8
115363,2017-06-01,5.3
115363,2017-06-02,9.4
115363,2017-06-03,7.7
115363,2017-06-04,6.2
115363,2017-06-05,9.2
115363,2017-06-06,8.8
115363,2017-06-07,9.6
115363,2017-06-08,6.6
115363,2017-06-09,7.0
115363,2017-06-10,10.1
115363,2017-06-11,10.7
115363,2017-06-12,9.4
115363,2017-06-13,8.7
115363,2017-06-14,9.9
115363,2017-06-15,9.0
115363,2017-06-16,6.5
115363,2017-06-17,8.9
115363,2017-06-18,10.3
115363,2017-06-19,9.6
115363,2017-06-20,10.1
115363,2017-06-21,6.7
115812,2017-06-01,4.3
115812,2017-06-02,0.0
115812,2017-06-03,0.0
115812,2017-06-04,0.0
115812,2017-06-05,4.3
115812,2017-06-06,5.7
115812,2017-06-07,5.5
115812,2017-06-08,6.6
115812,2017-06-09,0.0
115812,2017-06-10,0.0
115812,2017-06-11,0.0
115812,2017-06-12,5.2
115812,2017-06-13,4.6
115812,2017-06-14,6.1
115812,2017-06-15,6.1
115812,2017-06-16,0.0
115812,2017-06-17,0.0
115812,2017-06-18,0.0
115812,2017-06-19,5.1
115812,2017-06-20,7.2
115812,2017-06-21,7.9
116007,2017-06-01,8.2
116007,2017-06-02,0.0
116007,2017-06-03,10.4
116007,2017-06-04,10.4
116007,2017-06-05,5.4
116007,2017-06-06,7.6
116007,2017-06-07,8.2
116007,2017-06-08,9.6
116007,2017-06-09,6.1
116007,2017-06-10,5.5
116007,2017-06-11,5.8
116007,2017-06-12,5.9
116007,2017-06-13,9.8
116007,2017-06-14,6.9
116007,2017-06-15,6.2
116007,2017-06-16,9.0
116007,2017-06-17,7.0
116007,2017-06-18,6.6
116007,2017-06-19,9.2
116007,2017-06-20,9.9
116007,2017-06-21,8.0
117677,2017-06-01,4.0
117677,2017-06-02,0.0
117677,2017-06-03,5.8
117677,2017-06-04,0.0
117677,2017-06-05,0.7
117677,2017-06-06,1.2
117677,2017-06-07,0.9
117677,2017-06-08,3.9
117677,2017-06-09,3.0
117677,2017-06-10,8.3
117677,2017-06-11,0.0
117677,2017-06-12,2.5
117677,2017-06-13,2.1
117677,2017-06-14,2.2
117677,2017-06-15,2.9
117677,2017-06-16,3.5
117677,2017-06-17,6.4
117677,2017-06-18,0.0
117677,2017-06-19,4.6
117677,2017-06-20,3.7
117677,2017-06-21,4.8
118193,2017-06-01,2.9
118193,2017-06-02,5.7
118193,2017-06-03,0.0
118193,2017-06-04,0.0
118193,2017-06-05,0.9
118193,2017-06-06,0.0
118193,2017-06-07,3.5
118193,2017-06-08,1.5
118193,2017-06-09,1.0
118193,2017-06-10,0.0
118193,2017-06-11,0.0
118193,2017-06-12,5.6
118193,2017-06-13,0.0
118193,2017-06-14,2.2
118193,2017-06-15,2.6
118193,2017-06-16,5.5
118193,2017-06-17,0.0
118193,2017-06-18,0.0
118193,2017-06-19,3.3
118193,2017-06-20,0.0
118193,2017-06-21,3.5
119052,2017-06-01,5.0
119052,2017-06-02,5.5
119052,2017-06-03,6.0
119052,2017-06-04,7.8
119052,2017-06-05,7.0
119052,2017-06-06,8.4
119052,2017-06-07,8.9
119052,2017-06-08,5.9
119052,2017-06-09,9.9
119052,2017-06-10,7.3
119052,2017-06-11,6.4
119052,2017-06-12,9.4
119052,2017-06-13,6.4
119052,2017-06-14,8.7
119052,2017-06-15,9.5
119052,2017-06-16,8.9
119052,2017-06-17,7.9
119052,2017-06-18,8.5
119052,2017-06-19,9.9
119052,2017-06-20,10.0
119052,2017-06-21,8.9
119171,2017-06-01,2.8
119171,2017-06-02,5.2
119171,2017-06-03,0.0
119171,2017-06-04,6.9
119171,2017-06-05,4.6
119171,2017-06-06,1.2
119171,2017-06-07,1.2
119171,2017-06-08,0.0
119171,2017-06-09,5.4
119171,2017-06-10,0.0
119171,2017-06-11,7.1
119171,2017-06-12,3.7
119171,2017-06-13,2.9
119171,2017-06-14,1.2
119171,2017-06-15,0.0
119171,2017-06-16,5.8
119171,2017-06-17,0.0
119171,2017-06-18,7.8
119171,2017-06-19,1.8
119171,2017-06-20,3.6
119171,2017-06-21,3.6
119197,2017-06-01,7.3
119197,2017-06-02,7.9
119197,2017-06-03,9.7
119197,2017-06-04,11.2
119197,2017-06-05,10.9
119197,2017-06-06,9.9
119197,2017-06-07,6.9
119197,2017-06-08,11.2
119197,2017-06-09,10.1
119197,2017-06-10,6.8
119197,2017-06-11,11.4
119197,2017-06-12,9.2
119197,2017-06-13,11.1
119197,2017-06-14,8.0
119197,2017-06-15,6.6
119197,2017-06-16,0.0
119197,2017-06-17,9.2
119197,2017-06-18,6.2
119197,2017-06-19,0.0
119197,2017-06-20,10.7
119197,2017-06-21,10.2
119624,2017-06-01,5.6
119624,2017-06-02,8.0
119624,2017-06-03,5.7
119624,2017-06-04,0.3
119624,2017-06-05,5.8
119624,2017-06-06,6.0
119624,2017-06-07,6.2
119624,2017-06-08,8.3
119624,2017-06-09,6.1
119624,2017-06-10,7.3
119624,2017-06-11,5.6
119624,2017-06-12,7.6
119624,2017-06-13,5.6
119624,2017-06-14,10.6
119624,2017-06-15,8.9
119624,2017-06-16,9.5
119624,2017-06-17,9.6
119624,2017-06-18,8.0
119624,2017-06-19,9.8
119624,2017-06-20,6.7
119624,2017-06-21,6.0
120546,2017-06-01,6.5
120546,2017-06-02,8.0
120546,2017-06-03,6.9
120546,2017-06-04,7.2
120546,2017-06-05,5.7
120546,2017-06-06,9.9
120546,2017-06-07,8.2
120546,2017-06-08,8.9
120546,2017-06-09,10.3
120546,2017-06-10,7.2
120546,2017-06-11,10.8
120546,2017-06-12,9.0
120546,2017-06-13,10.0
120546,2017-06-14,8.5
120546,2017-06-15,8.6
120546,2017-06-16,7.5
120546,2017-06-17,10.1
120546,2017-06-18,7.9
120546,2017-06-19,10.3
120546,2017-06-20,9.7
120546,2017-06-21,9.6
120644,2017-06-01,10.3
120644,2017-06-02,10.2
120644,2017-06-03,9.0
120644,2017-06-04,7.1
120644,2017-06-05,10.1
120644,2017-06-06,9.8
120644,2017-06-07,10.0
120644,2017-06-08,10.1
120644,2017-06-09,6.5
120644,2017-06-10,0.0
120644,2017-06-11,6.5
120644,2017-06-12,0.0
120644,2017-06-13,9.8
120644,2017-06-14,8.4
120644,2017-06-15,6.9
120644,2017-06-16,0.0
120644,2017-06-17,6.3
120644,2017-06-18,9.9
120644,2017-06-19,10.8
120644,2017-06-20,7.1
120644,2017-06-21,6.1
120837,2017-06-01,7.2
120837,2017-06-02,7.3
120837,2017-06-03,0.0
120837,2017-06-04,0.0
120837,2017-06-05,0.0
120837,2017-06-06,7.3
120837,2017-06-07,10.4
120837,2017-06-08,9.8
120837,2017-06-09,9.4
120837,2017-06-10,0.0
120837,2017-06-11,0.0
120837,2017-06-12,0.0
120837,2017-06-13,8.6
120837,2017-06-14,7.8
120837,2017-06-15,7.9
120837,2017-06-16,9.3
120837,2017-06-17,0.0
120837,2017-06-18,0.0
120837,2017-06-19,0.0
120837,2017-06-20,10.5
120837,2017-06-21,6.5
120966,2017-06-01,8.2
120966,2017-06-02,7.4
120966,2017-06-03,0.0
120966,2017-06-04,0.0
120966,2017-06-05,7.6
120966,2017-06-06,7.9
120966,2017-06-07,8.8
120966,2017-06-08,7.7
120966,2017-06-09,5.4
120966,2017-06-10,0.0
120966,2017-06-11,0.0
120966,2017-06-12,9.2
120966,2017-06-13,9.5
120966,2017-06-14,7.1
120966,2017-06-15,7.5
120966,2017-06-16,9.5
120966,2017-06-17,0.0
120966,2017-06-18,0.0
120966,2017-06-19,10.2
120966,2017-06-20,6.8
120966,2017-06-21,9.8
121222,2017-06-01,6.9
121222,2017-06-02,10.9
121222,2017-06-03,11.6
121222,2017-06-04,8.8
121222,2017-06-05,9.9
121222,2017-06-06,10.7
121222,2017-06-07,7.0
121222,2017-06-08,8.0
121222,2017-06-09,9.0
121222,2017-06-10,6.5
121222,2017-06-11,9.9
121222,2017-06-12,8.6
121222,2017-06-13,9.1
121222,2017-06-14,6.6
121222,2017-06-15,0.0
121222,2017-06-16,7.6
121222,2017-06-17,6.6
121222,2017-06-18,8.5
121222,2017-06-19,10.0
121222,2017-06-20,10.2
121222,2017-06-21,6.6
121564,2017-06-01,10.4
121564,2017-06-02,8.0
121564,2017-06-03,0.0
121564,2017-06-04,0.0
121564,2017-06-05,7.8
121564,2017-06-06,9.3
121564,2017-06-07,0.0
121564,2017-06-08,9.6
121564,2017-06-09,7.4
121564,2017-06-10,0.0
121564,2017-06-11,0.0
121564,2017-06-12,9.4
121564,2017-06-13,9.0
121564,2017-06-14,0.0
121564,2017-06-15,9.0
121564,2017-06-16,10.7
121564,2017-06-17,0.0
121564,2017-06-18,0.0
121564,2017-06-19,11.0
121564,2017-06-20,7.4
121564,2017-06-21,0.0
121706,2017-06-01,7.6
121706,2017-06-02,7.6
121706,2017-06-03,6.0
121706,2017-06-04,6.3
121706,2017-06-05,8.3
121706,2017-06-06,10.0
121706,2017-06-07,7.2
121706,2017-06-08,0.0
121706,2017-06-09,7.5
121706,2017-06-10,7.4
121706,2017-06-11,6.6
121706,2017-06-12,9.8
121706,2017-06-13,8.0
121706,2017-06-14,9.3
121706,2017-06-15,7.4
121706,2017-06-16,10.2
121706,2017-06-17,9.8
121706,2017-06-18,5.8
121706,2017-06-19,8.5
121706,2017-06-20,6.6
121706,2017-06-21,10.2
122227,2017-06-01,8.2
122227,2017-06-02,6.9
122227,2017-06-03,6.0
122227,2017-06-04,6.5
122227,2017-06-05,9.0
122227,2017-06-06,7.1
122227,2017-06-07,7.7
122227,2017-06-08,9.4
122227,2017-06-09,9.4
122227,2017-06-10,4.7
122227,2017-06-11,8.0
122227,2017-06-12,4.6
122227,2017-06-13,6.2
122227,2017-06-14,9.6
122227,2017-06-15,8.9
122227,2017-06-16,8.8
122227,2017-06-17,8.8
122227,2017-06-18,7.5
122227,2017-06-19,7.1
122227,2017-06-20,6.4
122227,2017-06-21,8.3
122436,2017-06-01,1.2
122436,2017-06-02,4.6
122436,2017-06-03,3.9
122436,2017-06-04,2.6
122436,2017-06-05,3.7
122436,2017-06-06,3.7
122436,2017-06-07,4.1
122436,2017-06-08,4.2
122436,2017-06-09,2.5
122436,2017-06-10,2.7
122436,2017-06-11,2.7
122436,2017-06-12,2.2
122436,2017-06-13,3.6
122436,2017-06-14,2.2
122436,2017-06-15,2.6
122436,2017-06-16,3.2
122436,2017-06-17,2.4
122436,2017-06-18,3.4
122436,2017-06-19,1.4
122436,2017-06-20,2.0
122436,2017-06-21,1.9
123226,2017-06-01,0.0
123226,2017-06-02,4.6
123226,2017-06-03,0.0
123226,2017-06-04,0.0
123226,2017-06-05,5.3
123226,2017-06-06,1.7
123226,2017-06-07,2.4
123226,2017-06-08,0.0
123226,2017-06-09,5.2
123226,2017-06-10,0.0
123226,2017-06-11,0.0
123226,2017-06-12,1.2
123226,2017-06-13,4.9
123226,2017-06-14,3.8
123226,2017-06-15,2.8
123226,2017-06-16,1.0
123226,2017-06-17,0.0
123226,2017-06-18,0.0
123226,2017-06-19,4.9
123226,2017-06-20,0.6
123226,2017-06-21,1.3
124015,2017-06-01,0.0
124015,2017-06-02,5.5
124015,2017-06-03,9.5
124015,2017-06-04,7.1
124015,2017-06-05,9.8
124015,2017-06-06,7.9
124015,2017-06-07,10.0
124015,2017-06-08,6.5
124015,2017-06-09,8.4
124015,2017-06-10,1.6
124015,2017-06-11,6.0
124015,2017-06-12,6.1
124015,2017-06-13,8.6
124015,2017-06-14,8.4
124015,2017-06-15,8.2
124015,2017-06-16,8.9
124015,2017-06-17,8.6
124015,2017-06-18,9.7
124015,2017-06-19,5.6
124015,2017-06-20,7.6
124015,2017-06-21,7.0
124145,2017-06-01,0.0
124145,2017-06-02,9.6
124145,2017-06-03,8.0
124145,2017-06-04,11.3
124145,2017-06-05,8.9
124145,2017-06-06,9.4
124145,2017-06-07,11.2
124145,2017-06-08,9.0
124145,2017-06-09,11.4
124145,2017-06-10,8.1
124145,2017-06-11,10.7
124145,2017-06-12,10.0
124145,2017-06-13,8.0
124145,2017-06-14,7.1
124145,2017-06-15,7.0
124145,2017-06-16,8.8
124145,2017-06-17,11.7
124145,2017-06-18,7.9
124145,2017-06-19,7.4
124145,2017-06-20,7.3
124145,2017-06-21,11.0
124478,2017-06-01,9.4
124478,2017-06-02,6.0
124478,2017-06-03,8.2
124478,2017-06-04,8.2
124478,2017-06-05,9.7
124478,2017-06-06,6.1
124478,2017-06-07,8.0
124478,2017-06-08,8.0
124478,2017-06-09,7.1
124478,2017-06-10,9.9
124478,2017-06-11,6.0
124478,2017-06-12,8.2
124478,2017-06-13,6.6
124478,2017-06-14,6.3
124478,2017-06-15,7.6
124478,2017-06-16,7.0
124478,2017-06-17,8.1
124478,2017-06-18,7.2
124478,2017-06-19,6.6
124478,2017-06-20,7.0
124478,2017-06-21,0.0
124768,2017-06-01,6.0
124768,2017-06-02,0.0
124768,2017-06-03,10.0
124768,2017-06-04,7.3
124768,2017-06-05,7.7
124768,2017-06-06,8.7
124768,2017-06-07,6.3
124768,2017-06-08,8.0
124768,2017-06-09,7.9
124768,2017-06-10,9.5
124768,2017-06-11,9.6
124768,2017-06-12,7.7
124768,2017-06-13,9.6
124768,2017-06-14,10.3
124768,2017-06-15,7.8
124768,2017-06-16,8.8
124768,2017-06-17,8.9
124768,2017-06-18,9.9
124768,2017-06-19,9.0
124768,2017-06-20,9.7
124768,2017-06-21,9.3
124794,2017-06-01,7.7
124794,2017-06-02,0.0
124794,2017-06-03,0.0
124794,2017-06-04,0.0
124794,2017-06-05,8.0
124794,2017-06-06,6.2
124794,2017-06-07,8.4
124794,2017-06-08,6.9
124794,2017-06-09,0.0
124794,2017-06-10,0.0
124794,2017-06-11,0.0
124794,2017-06-12,8.7
124794,2017-06-13,10.6
124794,2017-06-14,0.0
124794,2017-06-15,9.2
124794,2017-06-16,0.0
124794,2017-06-17,0.0
124794,2017-06-18,0.0
124794,2017-06-19,7.6
124794,2017-06-20,7.4
124794,2017-06-21,7.4
124949,2017-06-01,5.1
124949,2017-06-02,9.1
124949,2017-06-03,9.4
124949,2017-06-04,3.1
124949,2017-06-05,5.7
124949,2017-06-06,6.7
124949,2017-06-07,6.2
124949,2017-06-08,6.2
124949,2017-06-09,7.3
124949,2017-06-10,6.7
124949,2017-06-11,4.8
124949,2017-06-12,5.3
124949,2017-06-13,8.9
124949,2017-06-14,10.4
124949,2017-06-15,6.1
124949,2017-06-16,9.0
124949,2017-06-17,8.2
124949,2017-06-18,2.7
124949,2017-06-19,5.8
124949,2017-06-20,5.6
124949,2017-06-21,8.5
125160,2017-06-01,6.5
125160,2017-06-02,8.2
125160,2017-06-03,0.0
125160,2017-06-04,0.0
125160,2017-06-05,8.2
125160,2017-06-06,7.6
125160,2017-06-07,6.0
125160,2017-06-08,8.3
125160,2017-06-09,10.8
125160,2017-06-10,0.0
125160,2017-06-11,0.0
125160,2017-06-12,7.1
125160,2017-06-13,9.4
125160,2017-06-14,9.1
125160,2017-06-15,6.4
125160,2017-06-16,9.2
125160,2017-06-17,0.0
125160,2017-06-18,0.0
125160,2017-06-19,8.7
125160,2017-06-20,8.7
125160,2017-06-21,6.0
125616,2017-06-01,4.1
125616,2017-06-02,2.7
125616,2017-06-03,4.2
125616,2017-06-04,0.6
125616,2017-06-05,0.8
125616,2017-06-06,0.4
125616,2017-06-07,3.7
125616,2017-06-08,4.8
125616,2017-06-09,2.7
125616,2017-06-10,4.1
125616,2017-06-11,4.6
125616,2017-06-12,0.0
125616,2017-06-13,1.0
125616,2017-06-14,4.1
125616,2017-06-15,4.6
125616,2017-06-16,3.4
125616,2017-06-17,3.0
125616,2017-06-18,3.9
125616,2017-06-19,2.1
125616,2017-06-20,2.5
125616,2017-06-21,3.1
125793,2017-06-01,3.1
125793,2017-06-02,1.8
125793,2017-06-03,7.9
125793,2017-06-04,0.0
125793,2017-06-05,4.0
125793,2017-06-06,3.0
125793,2017-06-07,0.0
125793,2017-06-08,3.8
125793,2017-06-09,3.5
125793,2017-06-10,6.2
125793,2017-06-11,0.0
125793,2017-06-12,4.0
125793,2017-06-13,3.8
125793,2017-06-14,4.9
125793,2017-06-15,5.4
125793,2017-06-16,3.7
125793,2017-06-17,7.1
125793,2017-06-18,0.0
125793,2017-06-19,3.2
125793,2017-06-20,4.9
125793,2017-06-21,3.6
126037,2017-06-01,9.8
126037,2017-06-02,9.6
126037,2017-06-03,0.0
126037,2017-06-04,8.2
126037,2017-06-05,7.0
126037,2017-06-06,11.3
126037,2017-06-07,10.0
126037,2017-06-08,0.0
126037,2017-06-09,10.4
126037,2017-06-10,0.0
126037,2017-06-11,7.7
126037,2017-06-12,9.6
126037,2017-06-13,11.4
126037,2017-06-14,11.3
126037,2017-06-15,9.8
126037,2017-06-16,11.6
126037,2017-06-17,0.0
126037,2017-06-18,6.8
126037,2017-06-19,10.6
126037,2017-06-20,10.0
126037,2017-06-21,8.8
127254,2017-06-01,4.3
127254,2017-06-02,5.6
127254,2017-06-03,0.0
127254,2017-06-04,0.0
127254,2017-06-05,5.3
127254,2017-06-06,6.5
127254,2017-06-07,7.9
127254,2017-06-08,4.5
127254,2017-06-09,6.4
127254,2017-06-10,0.0
127254,2017-06-11,0.0
127254,2017-06-12,5.6
127254,2017-06-13,3.8
127254,2017-06-14,4.1
127254,2017-06-15,8.2
127254,2017-06-16,3.2
127254,2017-06-17,0.0
127254,2017-06-18,0.0
127254,2017-06-19,6.7
127254,2017-06-20,7.8
127254,2017-06-21,7.4
127312,2017-06-01,6.3
127312,2017-06-02,5.0
127312,2017-06-03,8.4
127312,2017-06-04,9.2
127312,2017-06-05,5.2
127312,2017-06-06,5.7
127312,2017-06-07,5.6
127312,2017-06-08,2.0
127312,2017-06-09,3.6
127312,2017-06-10,6.2
127312,2017-06-11,0.0
127312,2017-06-12,5.2
127312,2017-06-13,3.1
127312,2017-06-14,3.7
127312,2017-06-15,4.1
127312,2017-06-16,3.8
127312,2017-06-17,8.3
127312,2017-06-18,0.0
127312,2017-06-19,1.9
127312,2017-06-20,2.3
127312,2017-06-21,3.6
128010,2017-06-01,6.3
128010,2017-06-02,2.8
128010,2017-06-03,0.0
128010,2017-06-04,7.7
128010,2017-06-05,2.6
128010,2017-06-06,4.7
128010,2017-06-07,3.0
128010,2017-06-08,2.3
128010,2017-06-09,3.6
128010,2017-06-10,9.6
128010,2017-06-11,8.4
128010,2017-06-12,5.1
128010,2017-06-13,4.8
128010,2017-06-14,5.1
128010,2017-06-15,3.9
128010,2017-06-16,5.7
128010,2017-06-17,11.7
128010,2017-06-18,11.2
128010,2017-06-19,1.7
128010,2017-06-20,3.5
128010,2017-06-21,5.7
128249,2017-06-01,6.3
128249,2017-06-02,6.6
128249,2017-06-03,4.3
128249,2017-06-04,6.0
128249,2017-06-05,8.4
128249,2017-06-06,7.0
128249,2017-06-07,8.5
128249,2017-06-08,6.5
128249,2017-06-09,6.3
128249,2017-06-10,7.0
128249,2017-06-11,0.0
128249,2017-06-12,7.5
128249,2017-06-13,7.5
128249,2017-06-14,7.0
128249,2017-06-15,7.2
128249,2017-06-16,4.3
128249,2017-06-17,6.4
128249,2017-06-18,4.8
128249,2017-06-19,7.9
128249,2017-06-20,8.2
128249,2017-06-21,8.2
128533,2017-06-01,4.9
128533,2017-06-02,5.1
128533,2017-06-03,10.4
128533,2017-06-04,9.1
128533,2017-06-05,1.7
128533,2017-06-06,4.8
128533,2017-06-07,5.1
128533,2017-06-08,5.8
128533,2017-06-09,4.7
128533,2017-06-10,6.4
128533,2017-06-11,6.3
128533,2017-06-12,0.6
128533,2017-06-13,4.8
128533,2017-06-14,1.7
128533,2017-06-15,3.8
128533,2017-06-16,3.8
128533,2017-06-17,8.2
128533,2017-06-18,9.3
128533,2017-06-19,4.1
128533,2017-06-20,2.2
128533,2017-06-21,0.0
129546,2017-06-01,3.8
129546,2017-06-02,2.4
129546,2017-06-03,6.0
129546,2017-06-04,9.6
129546,2017-06-05,4.9
129546,2017-06-06,2.8
129546,2017-06-07,3.9
129546,2017-06-08,1.1
129546,2017-06-09,3.7
129546,2017-06-10,5.4
129546,2017-06-11,7.9
129546,2017-06-12,0.2
129546,2017-06-13,3.0
129546,2017-06-14,5.5
129546,2017-06-15,4.3
129546,2017-06-16,3.0
129546,2017-06-17,5.3
129546,2017-06-18,9.2
129546,2017-06-19,2.6
129546,2017-06-20,5.7
129546,2017-06-21,1.2
129617,2017-06-01,4.8
129617,2017-06-02,4.7
129617,2017-06-03,3.3
129617,2017-06-04,7.9
129617,2017-06-05,6.7
129617,2017-06-06,5.6
129617,2017-06-07,6.2
129617,2017-06-08,3.5
129617,2017-06-09,6.5
129617,2017-06-10,5.7
129617,2017-06-11,4.4
